,nW,n,utm48_x,utm48_y,x,y,z,lat,lon,zabs
32,32,32,398281.1099939258,5937810.177215422,407.642,-89.072,-4.341,53.57926957203624,103.46360901928833,465.659
33,33,33,398275.9999939258,5937803.072215421,402.532,-96.177,-4.027,53.57920474036074,103.4635341822588,465.973
34,34,34,398270.6339939258,5937804.992215421,397.166,-94.257,-4.514,53.57922095147698,103.46345253910201,465.486
35,35,35,398274.97599392576,5937811.995215422,401.508,-87.254,-4.483,53.579284717755435,103.4635158137626,465.517
36,36,36,398278.30199392576,5937818.092215422,404.834,-81.157,-4.848,53.57934014626805,103.46356404393553,465.152
37,37,37,398274.31799392577,5937820.6312154215,400.85,-78.618,-5.324,53.57936218734238,103.46350306471952,464.676
38,38,38,398271.7989939258,5937818.000215421,398.331,-81.249,-4.989,53.57933805842941,103.46346588940656,465.011
39,39,39,398270.8119939258,5937820.355215421,397.344,-78.894,-5.256,53.57935902742536,103.46345021985691,464.744
40,40,40,398265.6189939258,5937824.853215422,392.151,-74.396,-5.74,53.5793984361824,103.46337034817763,464.26
41,41,41,398260.77999392577,5937831.5062154215,387.312,-67.743,-7.168,53.57945727690574,103.46329511879257,462.832
42,42,42,398251.6219939258,5937835.057215421,378.154,-64.192,-4.765,53.57948740732536,103.46315569033546,465.235
43,43,43,398243.6569939258,5937836.863215421,370.189,-62.386,-4.194,53.57950208965056,103.46303484292318,465.806
44,44,44,398237.2159939258,5937837.789215421,363.748,-61.46,-3.751,53.57950916045428,103.46293729227818,466.249
45,45,45,398231.80199392576,5937838.596215421,358.334,-60.653,-3.181,53.57951536118879,103.4628552864552,466.819
46,46,46,398225.1729939258,5937839.235215421,351.705,-60.014,-2.769,53.57951981658185,103.46275499082861,467.231
47,47,47,398218.45399392577,5937839.845215421,344.986,-59.404,-2.703,53.5795239938522,103.46265334578253,467.297
48,48,48,398208.4459939258,5937841.953215421,334.978,-57.296,-2.653,53.57954099275531,103.46250155357815,467.347
49,49,49,398197.56799392577,5937844.653215421,324.1,-54.596,-2.488,53.579563141912956,103.46233643256602,467.512
50,50,50,398188.6369939258,5937846.661215421,315.169,-52.588,-2.321,53.57957945093412,103.46220093371389,467.679
51,51,51,398182.96999392577,5937848.077215421,309.502,-51.172,-2.54,53.579591074104876,103.46211490911125,467.46
52,52,52,398181.3569939258,5937846.1882154215,307.889,-53.061,-2.336,53.57957378773955,103.46209117152878,467.664
53,53,53,398179.5399939258,5937848.959215421,306.072,-50.29,-2.278,53.57959833331665,103.46206283382587,467.722
54,54,54,398171.4719939258,5937850.536215421,298.004,-48.713,-2.58,53.57961093690025,103.46194050530602,467.42
55,55,55,398162.9149939258,5937851.528215421,289.447,-47.721,-2.364,53.57961818901031,103.46181098443867,467.636
56,56,56,398156.9679939258,5937854.439215422,283.5,-44.81,-2.688,53.579643190569925,103.46172024432485,467.312
57,57,57,398147.7649939258,5937858.033215421,274.297,-41.216,-2.884,53.5796736967707,103.46158012070859,467.116
58,58,58,398141.2499939258,5937859.147215421,267.782,-40.102,-2.562,53.57968244125073,103.46148139081546,467.438
59,59,59,398132.5319939258,5937862.933215422,259.064,-36.316,-2.967,53.57971476654242,103.46134852699612,467.033
60,60,60,398124.4359939258,5937865.768215422,250.968,-33.481,-3.015,53.579738667469194,103.46122536460629,466.985
61,61,61,398116.5289939258,5937868.090215421,243.061,-31.159,-2.967,53.579757995518186,103.4611052231344,467.033
62,62,62,398109.2059939258,5937870.909215421,235.738,-28.34,-3.118,53.57978190259023,103.46099373683447,466.882
63,63,63,398108.6459939258,5937869.713215421,235.178,-29.536,-2.933,53.57977104737907,103.46098567208969,467.067
64,64,64,398109.6859939258,5937867.283215421,236.218,-31.966,-3.219,53.5797494151147,103.46100216770976,466.781
65,65,65,398104.6969939258,5937866.675215421,231.229,-32.574,-2.909,53.57974298287322,103.46092703992282,467.091
66,66,66,398104.2219939258,5937873.150215421,230.754,-26.099,-3.074,53.57980107045013,103.46091775445768,466.926
67,67,67,398095.39999392576,5937876.528215421,221.932,-22.721,-3.393,53.57982970889938,103.46078345280225,466.607
68,68,68,398093.4949939258,5937872.492215421,220.027,-26.757,-3.158,53.579793074091405,103.46075600781744,466.842
69,69,69,398091.27999392577,5937874.560215421,217.812,-24.689,-2.755,53.57981122534705,103.46072188951482,467.245
70,70,70,398091.2019939258,5937876.9042154215,217.734,-22.345,-2.919,53.579832271746454,103.4607199465592,467.081
71,71,71,398086.1689939258,5937878.561215421,212.701,-20.688,-2.935,53.579846182492176,103.46064341481966,467.065
72,72,72,398081.8569939258,5937880.838215421,208.389,-18.411,-3.316,53.57986580417621,103.4605775666155,466.684
73,73,73,398077.7129939258,5937879.700215422,204.245,-19.549,-3.269,53.57985477365678,103.46051536998756,466.731
74,74,74,398071.8649939258,5937881.777215421,198.397,-17.472,-3.013,53.57987229971936,103.46042639571012,466.987
75,75,75,398073.6679939258,5937876.5802154215,200.2,-22.669,-2.537,53.579825953471904,103.46045531534286,467.463
76,76,76,398070.12799392577,5937877.592215422,196.66,-21.657,-2.449,53.57983435866959,103.46040153621202,467.551
77,77,77,398068.4019939258,5937880.913215421,194.934,-18.336,-2.756,53.579863863438725,103.46037439171899,467.244
78,78,78,398061.5979939258,5937883.300215421,188.13,-15.949,-2.766,53.57988398904167,103.4602708819504,467.234
79,79,79,398056.7629939258,5937883.5632154215,183.295,-15.686,-3.077,53.57988541246994,103.46019779475296,466.923
80,80,80,398057.6919939258,5937878.562215421,184.224,-20.687,-2.58,53.57984065753125,103.46021345454724,467.42
81,81,81,398058.3209939258,5937872.552215422,184.853,-26.697,-1.805,53.57978677811281,103.46022491428931,468.195
82,82,82,398053.9229939258,5937877.226215421,180.455,-22.023,-2.267,53.579827920620374,103.46015698465618,467.733
83,83,83,398050.9509939258,5937887.1542154215,177.483,-12.095,-3.446,53.579916549039446,103.46010886933952,466.554
84,84,84,398047.6189939258,5937887.079215421,174.151,-12.17,-3.249,53.57991522748745,103.46005858556049,466.751
85,85,85,398045.0239939258,5937883.019215421,171.556,-16.23,-2.392,53.57987824274735,103.46002073102031,467.608
86,86,86,398037.8009939258,5937882.778215421,164.333,-16.471,-2.372,53.57987467321949,103.45991175322406,467.628
87,87,87,398033.74199392577,5937888.818215421,160.274,-10.431,-3.126,53.57992815536948,103.45984849531774,466.874
88,88,88,398030.79599392577,5937882.392215421,157.328,-16.857,-2.625,53.57986984310506,103.45980611429012,467.375
89,89,89,398028.2339939258,5937888.387215422,154.766,-10.862,-2.952,53.579923211900066,103.45976547344773,467.048
90,90,90,398028.8479939258,5937891.854215422,155.38,-7.395,-3.44,53.5799544833071,103.45977361132749,466.56
91,91,91,398021.9469939258,5937894.301215421,148.479,-4.948,-3.119,53.57997512864493,103.45966861690074,466.881
92,92,92,398015.8499939258,5937889.366215421,142.382,-9.883,-2.957,53.57992960073652,103.45957817349615,467.043
93,93,93,398013.8219939258,5937890.091215421,140.354,-9.158,-2.994,53.5799357207548,103.4595473168106,467.006
94,94,94,398015.9059939258,5937895.174215421,142.438,-4.075,-3.394,53.579981798245754,103.45957712139081,466.606
95,95,95,398008.74199392577,5937897.907215421,135.274,-1.342,-3.407,53.58000496206464,103.45946806243512,466.593
96,96,96,398001.9939939258,5937898.747215421,128.526,-0.502,-3.156,53.5800111975103,103.45936590294,466.844
97,97,97,398000.8929939258,5937901.316215421,127.425,2.067,-3.195,53.58003406663552,103.45934843995042,466.805
98,98,98,397994.2449939258,5937901.707215421,120.777,2.458,-3.009,53.58003628702749,103.45924793695717,466.991
99,99,99,397989.1209939258,5937901.800215421,115.653,2.551,-3.053,53.58003612612054,103.4591705415496,466.947
100,100,100,397980.19299392577,5937904.863215421,106.725,5.614,-3.359,53.58006191160709,103.45903474051069,466.641
101,101,101,397972.4779939258,5937905.932215421,99.01,6.683,-3.078,53.58007001621271,103.45891790565378,466.922
102,102,102,397966.6809939258,5937907.7792154215,93.213,8.53,-3.021,53.58008548438162,103.45882977549623,466.979
103,103,103,397959.6799939258,5937909.513215422,86.212,10.264,-3.122,53.58009970291446,103.45872350352784,466.878
104,104,104,397957.9509939258,5937905.221215421,84.483,5.972,-2.788,53.58006080165169,103.45869880120077,467.212
105,105,105,397954.8299939258,5937901.100215421,81.362,1.851,-2.608,53.58002316605094,103.45865302583353,467.392
106,106,106,397953.1949939258,5937900.821215421,79.727,1.572,-2.575,53.58002034105372,103.45862843091722,467.425
107,107,107,397949.7179939258,5937904.689215422,76.25,5.44,-2.649,53.58005441968658,103.4585746686626,467.351
108,108,108,397949.9019939258,5937906.251215422,76.434,7.002,-2.693,53.580068490517775,103.4585769361188,467.307
109,109,109,397952.0099939258,5937908.304215421,78.542,9.055,-2.919,53.58008734746719,103.45860809270279,467.081
110,110,110,397953.4949939258,5937911.962215422,80.027,12.713,-3.123,53.58012050459861,103.45862931817896,466.877
111,111,111,397948.7589939258,5937911.512215422,75.291,12.263,-2.877,53.58011553976725,103.45855795840897,467.123
112,112,112,397942.1759939258,5937912.348215422,68.708,13.099,-2.753,53.5801217705972,103.4584582911025,467.247
113,113,113,397936.2719939258,5937911.996215422,62.804,12.747,-2.606,53.5801174589419,103.45836926416487,467.394
114,114,114,397931.1529939258,5937912.930215421,57.685,13.681,-2.663,53.58012485507069,103.4582916691092,467.337
115,115,115,397923.8699939258,5937915.388215422,50.402,16.139,-2.697,53.580145523594645,103.45818090230335,467.303
116,116,116,397918.7389939258,5937914.849215421,45.271,15.6,-2.66,53.580139681928244,103.45810360771348,467.34
117,117,117,397910.1729939258,5937915.890215421,36.705,16.641,-2.59,53.58014736839463,103.45797393273979,467.41
118,118,118,397904.5149939258,5937916.465215421,31.047,17.216,-2.47,53.580151433629126,103.45788831684843,467.53
119,119,119,397904.4219939258,5937912.224215421,30.954,12.975,-2.394,53.580113308901865,103.45788829985224,467.606
120,120,120,397901.9819939258,5937911.674215421,28.514,12.425,-2.36,53.580107892035585,103.45785163922689,467.64
121,121,121,397900.2499939258,5937914.242215421,26.782,14.993,-2.445,53.58013062911819,103.45782464850485,467.555
122,122,122,397899.2009939258,5937918.9722154215,25.733,19.723,-2.676,53.58017292535001,103.45780726289311,467.324
123,123,123,397895.8039939258,5937917.789215421,22.336,18.54,-2.478,53.58016163447223,103.45775635993505,467.522
124,124,124,397892.6719939258,5937920.951215421,19.204,21.702,-2.584,53.580189436253235,103.45770803677406,467.416
125,125,125,397888.5559939258,5937921.868215421,15.088,22.619,-2.355,53.580196874468754,103.45764559094135,467.645
126,126,126,397882.0999939258,5937923.869215421,8.632,24.62,-2.059,53.58021359712608,103.4575474597067,467.941
127,127,127,397878.6789939258,5937924.908215421,5.211,25.659,-2.056,53.58022226678069,103.45749546743254,467.944
128,128,128,397876.9369939258,5937920.711215422,3.469,21.462,-1.907,53.58018421634395,103.45747053880552,468.093
129,129,129,397874.0219939258,5937921.0972154215,0.554,21.848,-1.877,53.58018711709432,103.45742640009665,468.123
130,130,130,397874.5479939258,5937926.166215422,1.08,26.917,-2.083,53.58023276594792,103.45743268346727,467.917
131,131,131,397868.4979939258,5937927.639215421,-4.97,28.39,-1.926,53.58024482325318,103.4573408548724,468.074
132,132,132,397861.9819939258,5937930.557215421,-11.486,31.308,-2.012,53.58026977348511,103.45724151742832,467.988
133,133,133,397855.6349939258,5937931.352215421,-17.833,32.103,-1.953,53.58027568077728,103.4571454262803,468.047
134,134,134,397852.08999392577,5937932.102215421,-21.378,32.853,-1.989,53.58028172935819,103.45709165619775,468.011
135,135,135,397850.3579939258,5937929.632215422,-23.11,30.383,-1.579,53.58025919838103,103.4570663137063,468.421
136,136,136,397848.8459939258,5937926.480215421,-24.622,27.231,-1.185,53.58023058227869,103.45704451613251,468.815
137,137,137,397846.04599392577,5937927.055215421,-27.422,27.806,-1.151,53.58023520348863,103.45700205183473,468.849
138,138,138,397845.34499392577,5937930.858215421,-28.123,31.609,-1.385,53.5802692380103,103.45699022306886,468.615
139,139,139,397845.32899392577,5937934.380215421,-28.139,35.131,-1.744,53.580300881079374,103.45698882881588,468.256
140,140,140,397839.9839939258,5937937.078215421,-33.484,37.829,-1.599,53.58032408233692,103.45690724355731,468.401
141,141,141,397833.9359939258,5937939.492215421,-39.532,40.243,-1.525,53.58034459478126,103.45681513681527,468.475
142,142,142,397831.4629939258,5937938.799215421,-42.005,39.55,-1.388,53.580337886261624,103.456778024686,468.612
143,143,143,397828.5169939258,5937941.050215421,-44.951,41.801,-1.422,53.580357538276616,103.45673280723909,468.578
144,144,144,397822.1309939258,5937942.828215421,-51.337,43.579,-1.171,53.580372270097335,103.45663580519188,468.829
145,145,145,397817.2769939258,5937944.214215421,-56.191,44.965,-1.142,53.58038377807257,103.45656206256243,468.858
146,146,146,397810.1139939258,5937943.704215421,-63.354,44.455,-0.991,53.580377800034924,103.45645407780908,469.009
147,147,147,397803.4309939258,5937946.596215421,-70.037,47.347,-1.075,53.58040248336729,103.45635222657903,468.925
148,148,148,397801.1289939258,5937945.163215421,-72.339,45.914,-0.918,53.580389158912595,103.45631793863978,469.082
149,149,149,397799.2069939258,5937943.082215421,-74.261,43.833,-0.831,53.58037008602807,103.45628960038596,469.169
150,150,150,397799.1469939258,5937943.634215421,-74.321,44.385,-2.158,53.58037503421425,103.45628851372618,467.842
151,151,151,397797.3029939258,5937943.422215422,-76.165,44.173,-0.84,53.58037277001957,103.4562607412159,469.16
152,152,152,397797.6409939258,5937943.621215422,-75.827,44.372,-1.983,53.580374623953084,103.45626577940304,468.017
153,153,153,397796.2519939258,5937945.820215422,-77.216,46.571,-0.881,53.58039411193654,103.45624408733126,469.119
154,154,154,397799.2359939258,5937945.100215421,-74.232,45.851,-2.969,53.58038822398432,103.45628937749726,467.031
155,155,155,397796.0039939258,5937949.850215421,-77.464,50.601,-1.156,53.58043027430945,103.45623902328306,468.844
156,156,156,397789.6299939258,5937953.682215421,-83.838,54.433,-1.144,53.580463463839884,103.45614152948583,468.856
157,157,157,397781.4569939258,5937955.926215421,-92.011,56.677,-0.978,53.58048203405713,103.45601739302495,469.022
158,158,158,397771.7569939258,5937959.261215421,-101.711,60.012,-0.895,53.580510109467596,103.4558698434193,469.105
159,159,159,397761.4969939258,5937963.352215421,-111.971,64.103,-0.894,53.58054486840928,103.45571359071276,469.106
160,160,160,397752.8409939258,5937966.389215421,-120.627,67.14,-0.9,53.58057046935012,103.4555819013805,469.1
161,161,161,397744.4409939258,5937967.094215421,-129.027,67.845,-0.868,53.5805751663785,103.45545484114784,469.132
162,162,162,397737.8879939258,5937968.270215421,-135.58,69.021,-0.945,53.58058445545621,103.45535551392173,469.055
163,163,163,397733.88299392577,5937968.017215421,-139.585,68.768,-0.897,53.580581401300535,103.45529512641608,469.103
164,164,164,397728.6639939258,5937972.227215421,-144.804,72.978,-1.108,53.580618211704035,103.45521494673,468.892
165,165,165,397722.3479939258,5937975.152215421,-151.12,75.903,-1.031,53.58064326205143,103.45511862464438,468.969
166,166,166,397717.8489939258,5937978.103215422,-155.619,78.854,-1.162,53.5806689002761,103.4550497283627,468.838
167,167,167,397711.5729939258,5937977.757215422,-161.895,78.508,-0.939,53.580664567441836,103.45495508197159,469.061
168,168,168,397707.7379939258,5937977.843215421,-165.73,78.594,-0.87,53.580664592248155,103.45489715007304,469.13
169,169,169,397706.0429939258,5937975.495215422,-167.425,76.246,-0.664,53.580643164234324,103.45487232720329,469.336
170,170,170,397705.38899392576,5937971.824215421,-168.079,72.575,-0.469,53.58061005172366,103.45486365573434,469.531
171,171,171,397704.5599939258,5937969.2222154215,-168.908,69.973,-0.335,53.580586510344055,103.45485199165336,469.665
172,172,172,397704.15499392577,5937969.249215421,-169.313,70.0,-1.065,53.58058667395687,103.45484586782135,468.935
173,173,173,397703.0019939258,5937967.524215422,-170.466,68.275,-0.227,53.58057094947255,103.45482902434473,469.773
174,174,174,397702.7769939258,5937967.994215421,-170.691,68.745,-0.662,53.580575128669764,103.45482547309497,469.338
175,175,175,397700.6869939258,5937968.048215421,-172.781,68.799,-0.245,53.580575206238606,103.45479389907307,469.755
176,176,176,397700.08999392577,5937970.521215421,-173.378,71.272,-0.377,53.58059731039116,103.45478407461266,469.623
177,177,177,397701.0559939258,5937972.538215421,-172.412,73.289,-0.498,53.58061562211006,103.45479799891754,469.502
178,178,178,397699.3969939258,5937973.785215422,-174.071,74.536,-0.546,53.580626503173576,103.4547725414109,469.454
179,179,179,397698.6559939258,5937976.545215421,-174.812,77.296,-0.599,53.58065115801205,103.45476044864179,469.401
180,180,180,397699.0999939258,5937976.583215421,-174.368,77.334,-1.356,53.58065158605359,103.45476714003048,468.644
181,181,181,397698.5639939258,5937979.423215421,-174.904,80.174,-0.744,53.58067699969851,103.45475811627509,469.256
182,182,182,397699.1849939258,5937981.817215421,-174.283,82.568,-0.945,53.58069863157911,103.45476670795775,469.055
183,183,183,397690.4909939258,5937985.362215421,-182.977,86.113,-1.002,53.58072878857808,103.45463427732696,468.998
184,184,184,397684.70399392577,5937987.771215421,-188.764,88.522,-1.133,53.58074930524512,103.45454611105579,468.867
185,185,185,397681.6469939258,5937985.437215421,-191.821,86.188,-0.964,53.580727737255486,103.45450071919983,469.036
186,186,186,397678.7989939258,5937985.4722154215,-194.669,86.223,-0.927,53.580727496142885,103.45445770642517,469.073
187,187,187,397677.8479939258,5937988.461215422,-195.62,89.212,-1.129,53.5807541676076,103.45444236762792,468.871
188,188,188,397671.44299392577,5937991.976215421,-202.025,92.727,-1.221,53.58078450127602,103.45434450756615,468.779
189,189,189,397667.5959939258,5937993.184215421,-205.872,93.935,-1.243,53.580794604923945,103.4542860264672,468.757
190,190,190,397663.1829939258,5937996.179215421,-210.285,96.93,-1.355,53.580820654795275,103.45421841351381,468.645
191,191,191,397654.7349939258,5937998.366215421,-218.733,99.117,-1.302,53.58083865718024,103.45409014171774,468.698
192,192,192,397646.7699939258,5937999.785215422,-226.698,100.536,-1.367,53.58084985299261,103.45396941438928,468.633
193,193,193,397638.0469939258,5938003.505215421,-235.421,104.256,-2.072,53.58088157586397,103.45383648747575,467.928
194,194,194,397632.5959939258,5938006.7562154215,-240.872,107.507,-2.901,53.58090972311694,103.45375311756422,467.099
195,195,195,397629.5069939258,5938008.997215421,-243.961,109.748,-3.402,53.58092925620876,103.45370574226712,466.598
196,196,196,397625.9449939258,5938011.706215422,-247.523,112.457,-4.235,53.58095290206541,103.45365107167179,465.765
197,197,197,397624.1629939258,5938012.636215421,-249.305,113.387,-5.825,53.58096091054058,103.4536238604886,464.175
198,198,198,397621.5559939258,5938013.902215421,-251.912,114.653,-7.359,53.580971777024374,103.45358408253212,462.641
199,199,199,397620.7179939258,5937999.693215421,-252.75,100.444,-4.503,53.58084394170639,103.45357609039203,465.497
200,200,200,397619.5609939258,5938002.849215421,-253.907,103.6,-4.695,53.58087207338273,103.45355758586406,465.305
201,201,201,397618.8419939258,5938012.144215421,-254.626,112.895,-5.264,53.58095545114365,103.45354368090274,464.736
202,202,202,397615.2559939258,5938013.067215421,-258.212,113.818,-6.885,53.58096304454369,103.45348923367165,463.115
203,203,203,397611.3639939258,5938005.939215422,-262.104,106.69,-7.159,53.58089823775594,103.45343280722935,462.841
204,204,204,397603.13299392577,5938007.851215421,-270.335,108.602,-4.14,53.58091381070977,103.45330790154513,465.86
205,205,205,397603.2659939258,5938019.271215421,-270.202,120.022,-4.925,53.581016448477975,103.45330616316085,465.075
206,206,206,397591.6529939258,5938020.352215421,-281.815,121.103,-2.298,53.581023894197244,103.45313046535952,467.702
207,207,207,397584.8029939258,5938020.544215421,-288.665,121.295,-1.764,53.581024281832754,103.4530269751213,468.236
208,208,208,397577.2069939258,5938021.890215421,-296.261,122.641,-1.554,53.58103489270048,103.45291184244134,468.446
209,209,209,397569.11199392576,5938023.497215421,-304.356,124.248,-1.989,53.5810477511591,103.45278908971385,468.011
210,210,210,397565.0179939258,5938023.267215421,-308.45,124.018,-2.107,53.58104488498369,103.45272735041127,467.893
211,211,211,397560.0099939258,5938024.342215422,-313.458,125.093,-2.43,53.58105356603534,103.45265138243924,467.57
212,212,212,397554.7829939258,5938024.733215421,-318.685,125.484,-2.739,53.581056058338845,103.45257233228847,467.261
213,213,213,397552.6099939258,5938026.015215421,-320.858,126.766,-2.991,53.5810671530075,103.45253910164095,467.009
214,214,214,397550.7939939258,5938024.190215421,-322.674,124.941,-3.03,53.58105040017253,103.4525122811106,466.97
215,215,215,397548.4229939258,5938024.276215421,-325.045,125.027,-3.07,53.58105070976725,103.45247645345545,466.93
216,216,216,397547.1669939258,5938025.582215421,-326.301,126.333,-3.104,53.58106219918254,103.452457060579,466.896
217,217,217,397546.1139939258,5938028.0972154215,-327.354,128.848,-3.3,53.58108459143776,103.45244033590731,466.7
218,218,218,397543.3979939258,5938030.231215421,-330.07,130.982,-3.305,53.581103235444296,103.45239862682834,466.695
219,219,219,397540.4299939258,5938030.044215421,-333.038,130.795,-3.047,53.581100975401554,103.45235387470889,466.953
220,220,220,397533.7239939258,5938030.189215422,-339.744,130.94,-2.465,53.58110096818886,103.45225257395838,467.535
221,221,221,397527.2969939258,5938031.0632154215,-346.171,131.814,-2.253,53.581107565660105,103.45215524645886,467.747
222,222,222,397521.7249939258,5938033.102215421,-351.743,133.853,-2.309,53.58112479794465,103.452070445977,467.691
